cbsa,geoid,msa,STATE,January_2021_LaborForce,January_2021_URate,NUMBER_AIRPORTS,AIRPORT,CODE,NS_DOMESTIC,NS_INTERNATIONAL,NS_TOTAL,Avg. Local Sales Tax,State Sales Tax,Total Sales Tax,Property Tax per Capita,Property Tax Rank,Property Tax Throw Back,Taxable Wages Rate,New Employers Rate,Taxable Wage Base,Payroll Tax Notes,Individual Tax Rate,Individual Tax Brackets,Graduated Individual Tax,Franchise Tax Rate,Corporate Tax Rate,Corporate Tax Brackets,Graduated Corporate Tax,STATE_CODB,Fortune 500,Fortune 1000,HOUSING_PERMITS1,HOUSING_PERMITS2,PERMIT_CHANGE,SCORE,TOTPOP_CY,TOTPOP_FY,POP_ANNUAL_GROWTH,MEDAGE_CY,MEDHHINC_CY,HOME_VALUE,COLLEGE_DEGREE,DIV_INDEX,URBAN_AREA,COMP_INDEX,GROCERY,HOUSING,UTILITIES,TRANSPORTATION,HEALTH_CARE,MISC,APT_RENT,PHYSICAL_SCIENCES_ENROLLMENT,BIO_LIFE_ENROLLMENT,BUSINESS_MGMT_ENROLLMENT,EDUCATION_ENROLLMENT,ENGINEERING_ENROLLMENT,LAW_ENROLLMENT,MEDICINE_ENROLLMENT,ENROLLMENT,COMPLETIONS,NUMBER_OF_COLLEGES,MSA_CODB,UNIT_LABOR_COST,ENERGY_COST,STATE_LOCAL_TAX,OFFICE_RENT,JAN_RAIN,JAN_SNOW,JAN_TEMP_MAX,JAN_TEMP_MIN,JULY_RAIN,JULY_SNOW,JULY_TEMP_MAX,JULY_TEMP_MIN,geometry
19140,1319140,"Dalton, GA",GA,59614.0,5.6,0,None,None,0,0,0,3.31,4.0,7.31,1161.0,33.0,No,0.04 - 7.56%,2.7,9500.0,Includes 0.06% administrative assessment except lowest and highest rates,5.75,6.0,Yes,"Graduated tax from minimum of $125 to maximum of $5,000 on net worth exceeding $100,000.",5.75,1.0,No,94.0,0.0,0.0,,,,,144918.0,147188.0,0.31,36.0,44537.0,137715.0,0.15,66.3,Dalton GA,87.6,91.6,66.7,97.7,90.3,90.8,98.7,811.0,100.0,373.0,927.0,359.0,0.0,0.0,0.0,5931.0,783.0,1.0,80.0,88.0,87.0,80.0,55.0,5.2,0.9,50.0,30.0,5.2,0.0,90.0,68.0,POINT (9.524631043190452 -3.407789681246775)
19180,1719180,"Danville, IL",IL,31971.0,8.0,0,None,None,0,0,0,2.83,6.25,9.08,2239.0,8.0,Yes,0.43 - 6.88%,,12740.0,Includes 0.425% fund-building surtax,4.95,1.0,No,"""Initial tax: .15% ($1.50 per $1,000) of paid in capital Annual tax: .10% ($1.00 per $1,000) of paid in capital.""",9.5,1.0,No,100.0,0.0,0.0,11.0,0.0,-1.0,,77525.0,74870.0,-0.69,41.0,43889.0,83863.0,0.159,41.1,Danville IL,87.6,91.7,66.1,101.7,107.2,94.7,93.4,744.0,,,,,,,,6143.0,405.0,2.0,78.0,84.0,79.0,92.0,57.0,2.0,5.8,34.0,18.0,4.7,0.0,85.0,65.0,POINT (6.715351200645198 1.76772487510812)
19300,0119300,"Daphne-Fairhope-Foley, AL",AL,95885.0,3.5,0,None,None,0,0,0,5.22,4.0,9.22,582.0,50.0,Yes,0.65 - 6.80%,2.7,8000.0,Includes 0.06% employment security assessment,5.0,3.0,Yes,"""Business privilege tax imposed at following graduated rates based on taxable net worth: $0-$0.999: $0.25 per $1,000 net worth $1-$199,999: $1.00 per $1,000 net worth $200,000-$499,999: $1.25 per $1,000 $500,000-$2,499,999: $1.50 per $1,000 net worth $2.5 million or more: $1.75 per $1,000 net worth. $100 minimum tax; $15,000 maximum tax.""",6.5,1.0,No,100.0,0.0,0.0,2459.0,2158.0,-0.122,,227660.0,251437.0,2.01,43.0,57497.0,202806.0,0.323,33.4,,,,,,,,,,0.0,0.0,9522.0,56.0,0.0,0.0,0.0,48435.0,8244.0,3.0,95.0,108.0,106.0,67.0,64.0,5.7,0.0,61.0,39.0,8.1,0.0,91.0,72.0,POINT (7.534525100553043 -7.770094504550361)
19340,1719340,"Davenport-Moline-Rock Island, IA-IL",IA,,,0,None,None,0,0,0,0.94,6.0,6.94,1632.0,17.0,No,0.013,0.0,30600.0,26,8.53,9.0,Yes,No entity-level tax measured by net worth/capital value.,12.0,4.0,Yes,91.0,1.0,1.0,490.0,400.0,-0.184,100.0,383200.0,382542.0,-0.03,41.0,56984.0,148704.0,0.279,43.3,Davenport-Moline-Rock Is IA-IL,90.4,102.9,69.5,92.0,105.2,106.3,95.7,880.0,77.0,542.0,11503.0,4360.0,183.0,612.0,0.0,30542.0,3948.0,10.0,86.0,95.0,77.0,94.0,71.0,1.5,8.1,30.0,14.0,4.0,0.0,85.0,64.0,POINT (4.580292016736086 2.838453103897937)
19380,,"Dayton, OH",OH,384579.0,5.8,1,Dayton,DAY,15,0,15,1.42,5.75,7.17,1316.0,30.0,,0.30 - 9.40%,2.7,9000.0,,4.8,5.0,Yes,No entity-level tax measured by net worth/capital value.,0.0,1.0,No,98.0,0.0,1.0,,,,100.0,,,,,,,,,Dayton OH,90.8,95.6,71.0,93.5,98.8,85.8,102.4,868.0,727.0,1610.0,6477.0,3600.0,6526.0,278.0,418.0,,,,92.0,94.0,100.0,104.0,72.0,2.9,7.1,36.0,22.0,4.2,0.0,85.0,65.0,POINT (9.463247000000001 1.700653)
19460,0119460,"Decatur, AL",AL,74023.0,2.9,0,None,None,0,0,0,5.22,4.0,9.22,582.0,50.0,Yes,0.65 - 6.80%,2.7,8000.0,Includes 0.06% employment security assessment,5.0,3.0,Yes,"""Business privilege tax imposed at following graduated rates based on taxable net worth: $0-$0.999: $0.25 per $1,000 net worth $1-$199,999: $1.00 per $1,000 net worth $200,000-$499,999: $1.25 per $1,000 $500,000-$2,499,999: $1.50 per $1,000 net worth $2.5 million or more: $1.75 per $1,000 net worth. $100 minimum tax; $15,000 maximum tax.""",6.5,1.0,No,100.0,0.0,0.0,152.0,169.0,0.112,51.0,155995.0,157069.0,0.14,41.0,51543.0,139615.0,0.203,46.9,Decatur-Hartselle AL,85.6,94.4,62.2,99.6,89.0,86.0,95.9,570.0,,,,,,,,,,,89.0,107.0,88.0,67.0,55.0,5.2,1.1,51.0,29.0,4.3,0.0,89.0,68.0,POINT (7.727673619631346 -3.906870432162563)
19500,1719500,"Decatur, IL",IL,46256.0,9.9,0,None,None,0,0,0,2.83,6.25,9.08,2239.0,8.0,Yes,0.43 - 6.88%,,12740.0,Includes 0.425% fund-building surtax,4.95,1.0,No,"""Initial tax: .15% ($1.50 per $1,000) of paid in capital Annual tax: .10% ($1.00 per $1,000) of paid in capital.""",9.5,1.0,No,100.0,0.0,0.0,35.0,16.0,-0.543,51.0,106108.0,102478.0,-0.69,42.0,50775.0,106778.0,0.233,41.1,Decatur IL,85.8,92.5,69.2,97.0,96.7,84.2,90.7,651.0,45.0,144.0,405.0,225.0,0.0,0.0,0.0,6486.0,798.0,3.0,92.0,113.0,79.0,92.0,60.0,2.1,4.8,36.0,19.0,4.0,0.0,87.0,66.0,POINT (5.812179489812641 1.367588185857757)
19660,1219660,"Deltona-Daytona Beach-Ormond Beach, FL",FL,297228.0,5.1,0,None,None,0,0,0,0.0,6.0,7.05,1330.0,29.0,No,0.10 -5.40%,2.7,7000.0,,0.0,1.0,No,No entity-level tax measured by net worth/capital value.,4.46,1.0,No,104.0,0.0,2.0,3382.0,2603.0,-0.23,,679090.0,724592.0,1.31,48.0,52788.0,204796.0,0.254,51.3,Palm Coast-Flagler County FL,93.1,98.3,83.2,117.4,93.6,93.9,92.3,1160.0,189.0,533.0,7417.0,891.0,2488.0,950.0,0.0,57115.0,9441.0,8.0,95.0,112.0,85.0,82.0,72.0,2.9,0.0,69.0,46.0,7.1,0.0,91.0,73.0,POINT (13.35139803759668 -8.545439107086944)
19740,0819740,"Denver-Aurora-Lakewood, CO",CO,1690216.0,7.0,1,Denver,DEN,182,23,205,4.75,2.9,7.65,1542.0,24.0,Yes,0.58 - 7.40%,1.7,13600.0,,4.63,1.0,No,No entity-level tax measured by net worth/capital value.,4.63,1.0,No,109.0,11.0,21.0,11808.0,11051.0,-0.064,100.0,2988896.0,3221972.0,1.51,37.0,80666.0,421168.0,0.454,63.1,Denver CO,113.4,95.0,138.5,79.8,113.1,100.2,111.5,1545.0,1183.0,3653.0,23238.0,4185.0,6664.0,1406.0,658.0,229903.0,30834.0,39.0,101.0,113.0,91.0,72.0,97.0,0.6,9.5,41.0,13.0,2.2,0.0,82.0,52.0,POINT (-6.331543549398897 1.057436182906434)
19780,1919780,"Des Moines-West Des Moines, IA",IA,346487.0,4.5,1,Des Moines,DSM,21,0,21,0.94,6.0,6.94,1632.0,17.0,No,0.013,0.0,30600.0,26,8.53,9.0,Yes,No entity-level tax measured by net worth/capital value.,12.0,4.0,Yes,91.0,2.0,4.0,3233.0,3839.0,0.187,97.0,723427.0,783233.0,1.6,37.0,70461.0,189540.0,0.37,39.4,Des Moines IA,87.9,93.5,73.3,88.6,98.2,92.0,94.0,712.0,64.0,523.0,3080.0,1185.0,0.0,335.0,0.0,48997.0,5468.0,10.0,81.0,83.0,76.0,96.0,77.0,0.9,7.1,30.0,11.0,4.7,0.0,85.0,64.0,POINT (2.125154894601612 2.918214627424277)
19820,2619820,"Detroit-Warren-Dearborn, MI",MI,2028993.0,5.3,1,Detroit,DTW,114,23,137,0.0,6.0,6.0,1416.0,28.0,No,0.06 - 10.30%,2.7,9000.0,,4.25,1.0,No,"""Financial institutions: 0.29% of net capital.""",6.0,1.0,No,106.0,10.0,17.0,6131.0,5222.0,-0.148,100.0,4361870.0,4406503.0,0.2,41.0,60645.0,190259.0,0.322,53.1,Detroit MI,102.7,99.6,98.8,96.4,106.9,95.6,108.7,1247.0,1227.0,4690.0,15615.0,6911.0,6963.0,944.0,1537.0,200878.0,27608.0,31.0,94.0,108.0,97.0,103.0,65.0,1.9,10.2,31.0,17.0,3.3,0.0,82.0,61.0,POINT (9.779082001106357 4.671063682640575)
20020,0120020,"Dothan, AL",AL,64172.0,3.8,0,None,None,0,0,0,5.22,4.0,9.22,582.0,50.0,Yes,0.65 - 6.80%,2.7,8000.0,Includes 0.06% employment security assessment,5.0,3.0,Yes,"""Business privilege tax imposed at following graduated rates based on taxable net worth: $0-$0.999: $0.25 per $1,000 net worth $1-$199,999: $1.00 per $1,000 net worth $200,000-$499,999: $1.25 per $1,000 $500,000-$2,499,999: $1.50 per $1,000 net worth $2.5 million or more: $1.75 per $1,000 net worth. $100 minimum tax; $15,000 maximum tax.""",6.5,1.0,No,100.0,0.0,0.0,359.0,219.0,-0.39,,152646.0,155902.0,0.42,42.0,46051.0,130471.0,0.196,47.9,Dothan AL,89.7,100.7,67.7,91.5,97.7,98.6,99.1,800.0,,,,,,,,655.0,159.0,1.0,97.0,110.0,106.0,67.0,69.0,5.4,0.0,60.0,37.0,5.8,0.0,92.0,71.0,POINT (9.422691820021003 -6.992800209050328)
20100,1020100,"Dover, DE",DE,80182.0,7.1,0,None,None,0,0,0,0.0,0.0,0.0,923.0,43.0,No,0.30 - 8.20%,1.5,16500.0,"*2019 tax rates, includes 0.2% supplemental assessment rate",6.6,6.0,Yes,"""Authorized shares method • 5,000 shares or less: $175 • 5,001-10,000 shares: $250 • 10,000 or more shares: $250 plus $85 for each additional 10,000 shares or fractional sharesAssumed capital value method • $500,000 or less of assumed no-par capital: $175 • $500,001-$1,000,000 of assumed no-par capital: $250 • $1,000,000 or more of assumed no-par capital: $250 plus $85 of each additional $1,000,000 or fraction of assumed no-par capitalAssumed no-par capital is determined by multiplying number of authorized shares of capital stock without par value by $100. Tax for assumed par value capital is $400 for each $1,000,000, or fractional part, in excess of $1,000,000. If assumed par value capital is less than $1,000,000, tax is calculated by dividing the assumed par value capital by $1,000,000 then multiplying that result by $400. Tax liability of a corporation with both par-value and no-par-value shares is the sum of each category.""",8.7,1.0,No,81.0,0.0,0.0,1321.0,1217.0,-0.079,,184286.0,197182.0,1.36,38.0,54330.0,222473.0,0.239,59.9,Dover DE,105.7,114.9,95.4,105.7,104.9,93.1,112.1,1246.0,90.0,344.0,673.0,460.0,57.0,0.0,0.0,25224.0,2734.0,4.0,79.0,66.0,116.0,79.0,63.0,3.4,4.6,43.0,27.0,4.1,0.0,87.0,68.0,POINT (16.09670062508243 2.089983973299419)
20220,1920220,"Dubuque, IA",IA,53312.0,5.0,0,None,None,0,0,0,0.94,6.0,6.94,1632.0,17.0,No,0.013,0.0,30600.0,26,8.53,9.0,Yes,No entity-level tax measured by net worth/capital value.,12.0,4.0,Yes,91.0,0.0,0.0,228.0,110.0,-0.518,94.0,98323.0,100454.0,0.43,40.0,59316.0,177709.0,0.316,21.1,Dubuque IA,90.0,97.8,74.0,103.6,89.6,103.7,94.1,798.0,15.0,210.0,969.0,495.0,26.0,0.0,0.0,6105.0,1397.0,11.0,85.0,83.0,106.0,96.0,59.0,1.2,10.1,27.0,11.0,4.5,0.0,83.0,64.0,POINT (4.212601750301237 3.897344287455014)
20260,2720260,"Duluth, MN-WI",MN,,,0,None,None,0,0,0,0.58,6.88,7.46,1599.0,21.0,No,0.20 -9.10%,,35000.0,Includes 0.1% Workforce Development Assessment,9.85,4.0,Yes,No entity-level tax measured by net worth/capital value.,9.8,1.0,No,104.0,0.0,0.0,535.0,76.0,-0.858,,295040.0,298205.0,0.21,43.0,54385.0,182468.0,0.289,19.3,,,,,,,,,,395.0,1644.0,1830.0,1840.0,1254.0,0.0,126.0,34188.0,5751.0,12.0,93.0,107.0,91.0,105.0,61.0,0.8,13.2,20.0,-2.0,4.2,0.0,78.0,54.0,POINT (3.08533745710693 8.723945535226509)
20500,3720500,"Durham-Chapel Hill, NC",NC,303674.0,4.9,0,None,None,0,0,0,2.22,4.75,6.97,974.0,41.0,No,0.06 - 5.76%,1.0,25200.0,,5.25,1.0,No,"$1.50 per $1,000 of greatest of net worth; actual investment in tangible property; or 55% of appraised value of real/tangible property. Minimum tax of $200.",2.5,1.0,No,92.0,1.0,1.0,3289.0,3561.0,0.083,,655703.0,704688.0,1.45,38.0,62313.0,242173.0,0.467,66.7,,,,,,,,,,1457.0,3792.0,4744.0,900.0,2276.0,2032.0,1133.0,70210.0,18711.0,9.0,84.0,88.0,77.0,86.0,82.0,3.9,1.7,49.0,27.0,4.5,0.0,88.0,67.0,POINT (14.00922817822904 -1.449174009568116)
20700,4220700,"East Stroudsburg, PA",PA,79735.0,9.3,0,None,None,0,0,0,0.34,6.0,6.34,1528.0,25.0,No,1.29 - 9.93%,3.69,10000.0,"Includes 5.4% surcharge, 0.00% interest tax factor and 0.50% additional contribution tax",3.07,1.0,No,No entity-level tax measured by net worth/capital value.,9.99,1.0,No,94.0,0.0,0.0,186.0,88.0,-0.527,,175063.0,176987.0,0.22,42.0,63574.0,184579.0,0.259,61.6,,,,,,,,,,115.0,661.0,813.0,746.0,0.0,0.0,0.0,7351.0,1497.0,1.0,104.0,114.0,121.0,98.0,65.0,3.5,11.8,35.0,17.0,4.7,0.0,84.0,60.0,POINT (15.79364992464727 4.047605603150885)
20740,5520740,"Eau Claire, WI",WI,92213.0,4.5,0,None,None,0,0,0,0.46,5.0,5.46,1655.0,14.0,Yes,0.00- 12.00%,,14000.0,Includes solvency surtax,7.65,4.0,Yes,No entity-level tax measured by net worth/capital value.,7.9,1.0,No,101.0,0.0,0.0,486.0,434.0,-0.107,,172148.0,177925.0,0.66,38.0,58856.0,179099.0,0.276,19.4,Eau Claire WI,95.2,95.3,78.3,106.1,102.2,111.2,101.8,923.0,423.0,661.0,2070.0,847.0,0.0,0.0,0.0,24639.0,3230.0,3.0,95.0,101.0,102.0,108.0,69.0,0.9,11.1,23.0,4.0,4.0,0.0,82.0,59.0,POINT (3.796991653705809 6.349379901514356)
20940,0620940,"El Centro, CA",CA,65042.0,16.5,0,None,None,0,0,0,1.41,7.25,8.66,1607.0,20.0,Yes,1.50 - 6.20%,3.4,7000.0,Plus 0.1% employment training tax assessed on most employers,13.3,10.0,Yes,No entity-level tax measured by net worth/capital value.,8.84,1.0,No,112.0,0.0,0.0,274.0,203.0,-0.259,,179185.0,185386.0,0.68,33.0,50542.0,207864.0,0.156,75.6,,,,,,,,,,,,,,,,,10628.0,1917.0,1.0,114.0,105.0,146.0,97.0,102.0,0.5,0.0,70.0,43.0,0.2,0.0,107.0,77.0,POINT (-15.55593237757627 -4.070632448576024)
21340,4821340,"El Paso, TX",TX,369451.0,8.0,1,El Paso,ELP,16,0,16,1.94,6.25,8.19,1872.0,13.0,,0.31 - 6.31%,2.7,9000.0,,0.0,1.0,No,"Revised franchise tax, otherwise known as margin tax, on total revenues.",0.0,1.0,No,92.0,0.0,0.0,1751.0,2206.0,0.26,57.0,883394.0,918965.0,0.79,33.0,43486.0,136713.0,0.241,53.5,El Paso TX,90.8,108.3,68.7,91.0,99.5,97.5,98.1,908.0,437.0,1756.0,3379.0,1427.0,3039.0,0.0,0.0,81047.0,10509.0,11.0,90.0,107.0,88.0,80.0,56.0,0.5,0.9,58.0,28.0,1.7,0.0,95.0,66.0,POINT (-7.624259557092115 -6.82375302275056)
21060,2121060,"Elizabethtown-Fort Knox, KY",KY,62923.0,5.4,0,None,None,0,0,0,0.0,6.0,6.0,831.0,46.0,No,0.23 - 8.93%,2.7,10800.0,,5.0,1.0,No,No entity-level tax measured by net worth/capital value.,5.0,1.0,No,98.0,0.0,0.0,390.0,425.0,0.09,,159860.0,163433.0,0.44,37.0,51769.0,165079.0,0.226,39.5,,,,,,,,,,,,,,,,,9245.0,688.0,1.0,94.0,112.0,91.0,91.0,57.0,3.8,1.8,41.0,23.0,4.9,0.0,86.0,65.0,POINT (8.300924799135013 -0.559392897975091)
21140,1821140,"Elkhart-Goshen, IN",IN,114053.0,3.5,0,None,None,0,0,0,0.0,7.0,7.0,1041.0,35.0,No,0.50 - 7.40%,,9500.0,,3.23,1.0,No,No entity-level tax measured by net worth/capital value.,5.5,1.0,No,94.0,1.0,3.0,351.0,236.0,-0.328,,206310.0,210886.0,0.44,36.0,58512.0,150421.0,0.207,53.6,Elkhart-Goshen IN,88.3,94.1,73.2,96.9,93.2,106.8,92.0,895.0,35.0,85.0,80.0,56.0,0.0,0.0,0.0,1136.0,285.0,3.0,89.0,86.0,114.0,102.0,62.0,2.3,11.8,31.0,18.0,4.3,0.0,83.0,63.0,POINT (7.975773094769598 3.321087812552724)
21300,3621300,"Elmira, NY",NY,35019.0,7.3,0,None,None,0,0,0,4.52,4.0,8.52,2902.0,4.0,No,0.60 - 7.90%,3.2,11600.0,"*2019, Includes 0.075% Re-employment Service Fund rate",8.82,8.0,Yes,"Capital value tax is part of overall franchise tax calculation that is based on the greater of the business income base, the capital tax base, or the fixed dollar minimum tax.",6.5,1.0,No,98.0,0.0,0.0,25.0,2.0,-0.92,,85547.0,83188.0,-0.56,42.0,52893.0,112632.0,0.256,28.3,,,,,,,,,,45.0,135.0,261.0,177.0,0.0,0.0,0.0,1046.0,297.0,2.0,84.0,81.0,103.0,129.0,53.0,1.9,8.8,33.0,15.0,3.7,0.0,82.0,57.0,POINT (14.53518383100474 4.892823167246815)
21500,4221500,"Erie, PA",PA,124873.0,9.8,0,None,None,0,0,0,0.34,6.0,6.34,1528.0,25.0,No,1.29 - 9.93%,3.69,10000.0,"Includes 5.4% surcharge, 0.00% interest tax factor and 0.50% additional contribution tax",3.07,1.0,No,No entity-level tax measured by net worth/capital value.,9.99,1.0,No,94.0,1.0,1.0,176.0,41.0,-0.767,39.0,273523.0,269195.0,-0.32,40.0,49189.0,139189.0,0.292,32.6,,,,,,,,,,330.0,721.0,2598.0,1642.0,1796.0,0.0,0.0,24605.0,5363.0,11.0,95.0,97.0,121.0,98.0,56.0,3.0,28.6,33.0,19.0,4.1,0.0,80.0,61.0,POINT (12.12307174650272 4.418961998431475)
21660,4121660,"Eugene, OR",OR,180036.0,7.2,0,None,None,0,0,0,0.0,0.0,0.0,1487.0,27.0,Yes,0.70 - 5.40%,2.1,42100.0,Includes special payroll tax offset: 0.09%,9.9,4.0,Yes,No entity-level tax measured by net worth/capital value.,7.6,2.0,Yes,102.0,0.0,0.0,814.0,624.0,-0.233,86.0,391053.0,410069.0,0.95,41.0,54778.0,309577.0,0.313,40.0,,,,,,,,,,735.0,2487.0,4049.0,905.0,46.0,380.0,0.0,,,,93.0,108.0,83.0,92.0,71.0,7.3,0.5,47.0,34.0,0.7,0.0,79.0,51.0,POINT (-18.55965666449403 7.961926346349933)
21780,1821780,"Evansville, IN-KY",IN,,,0,None,None,0,0,0,0.0,7.0,7.0,1041.0,35.0,No,0.50 - 7.40%,,9500.0,,3.23,1.0,No,No entity-level tax measured by net worth/capital value.,5.5,1.0,No,94.0,1.0,2.0,536.0,617.0,0.151,70.0,317528.0,321312.0,0.24,40.0,54533.0,152837.0,0.27,27.1,Evansville IN,92.8,93.7,83.0,114.4,95.8,92.9,93.8,797.0,118.0,574.0,1570.0,736.0,650.0,0.0,0.0,17586.0,3005.0,6.0,91.0,90.0,114.0,100.0,62.0,3.2,3.2,42.0,26.0,3.9,0.0,89.0,69.0,POINT (7.028926171787185 -0.446461241835751)
21820,0221820,"Fairbanks, AK",AK,44218.0,5.5,0,None,None,0,0,0,1.76,0.0,1.76,2120.0,10.0,Yes,1.00 - 5.40%,1.09,41500.0,,0.0,1.0,No,No entity-level tax measured by net worth/capital value.,9.4,10.0,Yes,115.0,0.0,0.0,13.0,7.0,-0.462,35.0,104081.0,103867.0,-0.04,33.0,75334.0,249314.0,0.342,53.9,Fairbanks AK,127.6,121.1,110.9,218.6,119.5,155.2,117.8,1172.0,328.0,491.0,728.0,506.0,877.0,0.0,0.0,12297.0,1102.0,1.0,126.0,102.0,224.0,86.0,76.0,0.6,9.7,4.0,-12.0,2.6,0.0,72.0,51.0,POINT (-16.12039841937779 -9.205854863929455)
22020,2722020,"Fargo, ND-MN",ND,,,0,None,None,0,0,0,1.86,5.0,6.86,1654.0,15.0,Yes,0.08 - 9.69%,1.02,37900.0,,2.9,5.0,Yes,No entity-level tax measured by net worth/capital value.,4.31,3.0,Yes,97.0,0.0,0.0,1080.0,922.0,-0.146,,257102.0,281071.0,1.8,34.0,65511.0,226320.0,0.387,26.8,,,,,,,,,,466.0,1471.0,3326.0,2162.0,2436.0,0.0,0.0,25567.0,5467.0,7.0,89.0,96.0,93.0,97.0,65.0,0.7,10.4,18.0,-1.0,3.2,0.0,82.0,59.0,POINT (-0.198595441542911 8.231036338110885)
22140,3522140,"Farmington, NM",NM,49929.0,10.9,0,None,None,0,0,0,2.69,5.13,7.82,792.0,47.0,Yes,0.33 - 5.40%,1.0,25800.0,*2019,4.9,4.0,Yes,$50 per tax year.,5.9,2.0,Yes,103.0,0.0,0.0,67.0,74.0,0.104,50.0,133485.0,135540.0,0.31,35.0,45989.0,160910.0,0.159,74.8,,,,,,,,,,,,,,,,,9717.0,740.0,1.0,121.0,166.0,89.0,79.0,73.0,0.7,4.0,43.0,18.0,1.1,0.0,91.0,59.0,POINT (-9.318323256957056 -1.579201343177371)
22180,3722180,"Fayetteville, NC",NC,145418.0,8.2,0,None,None,0,0,0,2.22,4.75,6.97,974.0,41.0,No,0.06 - 5.76%,1.0,25200.0,,5.25,1.0,No,"$1.50 per $1,000 of greatest of net worth; actual investment in tangible property; or 55% of appraised value of real/tangible property. Minimum tax of $200.",2.5,1.0,No,92.0,0.0,0.0,803.0,1500.0,0.868,,526661.0,547296.0,0.77,34.0,49320.0,153656.0,0.251,70.8,,,,,,,,,,90.0,478.0,1294.0,491.0,0.0,0.0,0.0,37138.0,5503.0,11.0,89.0,109.0,84.0,86.0,50.0,3.7,1.3,53.0,31.0,5.5,0.0,90.0,71.0,POINT (14.21731188307185 -2.338758629520987)
22220,0522220,"Fayetteville-Springdale-Rogers, AR-MO",AR,,,1,Northwest Arkansas,XNA,16,0,16,2.97,6.5,9.47,740.0,48.0,Yes,0.30 - 14.20%,3.1,7000.0,Includes 0.2% fund-stabilization surtax,6.6,4.0,Yes,"0.3% of ordinary stock corporation's outstanding capital stock apportioned to state, but not less than minimum tax of $150.",6.5,6.0,Yes,94.0,3.0,3.0,3836.0,4145.0,0.081,,544826.0,599330.0,1.93,35.0,59543.0,185050.0,0.333,56.7,Fayetteville AR,84.2,90.6,72.2,96.2,93.7,77.8,86.3,695.0,875.0,1418.0,6255.0,1756.0,3233.0,361.0,0.0,,,,87.0,90.0,77.0,90.0,94.0,2.6,2.9,46.0,26.0,3.3,0.0,89.0,67.0,POINT (2.004091473814188 -2.60177823316407)
22380,0422380,"Flagstaff, AZ",AZ,73845.0,8.7,0,None,None,0,0,0,2.8,5.6,8.4,1099.0,34.0,No,0.05 - 12.85%,2.0,7000.0,,4.5,4.0,Yes,No entity-level tax measured by net worth/capital value.,4.9,1.0,No,104.0,0.0,0.0,657.0,491.0,-0.253,67.0,152461.0,160454.0,1.03,33.0,61158.0,297471.0,0.37,67.1,Flagstaff AZ,113.1,106.5,129.0,95.2,108.3,111.1,109.4,1525.0,658.0,1859.0,4498.0,3990.0,1717.0,0.0,0.0,40915.0,8053.0,4.0,100.0,105.0,112.0,84.0,79.0,1.8,11.4,46.0,21.0,1.9,0.0,88.0,57.0,POINT (-12.14667895266692 -1.84145998596052)
22420,2622420,"Flint, MI",MI,176977.0,8.5,0,None,None,0,0,0,0.0,6.0,6.0,1416.0,28.0,No,0.06 - 10.30%,2.7,9000.0,,4.25,1.0,No,"""Financial institutions: 0.29% of net capital.""",6.0,1.0,No,106.0,0.0,0.0,435.0,264.0,-0.393,,414529.0,409187.0,-0.26,41.0,49263.0,125000.0,0.222,44.6,,,,,,,,,,86.0,565.0,4359.0,790.0,1894.0,0.0,0.0,21774.0,3274.0,5.0,103.0,115.0,118.0,103.0,58.0,1.8,11.6,30.0,15.0,3.2,0.0,82.0,59.0,POINT (9.376824260712779 4.926774455153205)
22500,4522500,"Florence, SC",SC,96570.0,5.5,0,None,None,0,0,0,1.46,6.0,7.46,1201.0,32.0,No,0.06 - 5.46%,0.55,14000.0,Includes solvency surcharge and 0.06% contingency assessment,7.0,6.0,Yes,"1 mill on the total capital and paid-in surplus plus $15, but no less than $25.",5.0,1.0,No,95.0,0.0,1.0,521.0,426.0,-0.182,12.0,211380.0,215179.0,0.36,40.0,44726.0,134340.0,0.224,55.7,,,,,,,,,,128.0,1024.0,795.0,717.0,20.0,0.0,0.0,11268.0,1428.0,5.0,94.0,104.0,104.0,87.0,62.0,3.7,0.3,56.0,33.0,5.2,0.0,92.0,71.0,POINT (13.69599749073965 -3.459490474532888)
22520,0122520,"Florence-Muscle Shoals, AL",AL,65088.0,3.6,0,None,None,0,0,0,5.22,4.0,9.22,582.0,50.0,Yes,0.65 - 6.80%,2.7,8000.0,Includes 0.06% employment security assessment,5.0,3.0,Yes,"""Business privilege tax imposed at following graduated rates based on taxable net worth: $0-$0.999: $0.25 per $1,000 net worth $1-$199,999: $1.00 per $1,000 net worth $200,000-$499,999: $1.25 per $1,000 $500,000-$2,499,999: $1.50 per $1,000 net worth $2.5 million or more: $1.75 per $1,000 net worth. $100 minimum tax; $15,000 maximum tax.""",6.5,1.0,No,100.0,0.0,0.0,254.0,209.0,-0.177,12.0,151233.0,153030.0,0.24,43.0,48165.0,143942.0,0.229,33.2,Florence AL,85.1,93.4,65.4,97.6,92.3,79.2,93.0,568.0,147.0,250.0,1262.0,884.0,0.0,0.0,0.0,13944.0,2082.0,4.0,90.0,99.0,101.0,67.0,63.0,4.6,0.4,51.0,31.0,4.3,0.0,91.0,70.0,POINT (7.193867659544837 -3.634320092646185)
